1.418523367956126016e-05,4.125053776113334436e+01,1.139939936292646117e+01,7.221142819881146480e+00,3.484728506902474987e-02,1.938847092480697754e+01,4.625438639315531475e+01,1.053356163083602887e-01,2.286367813744082187e-03,6.235571302173457953e-02,3.756876749423531184e-03,1.935534122651551669e+01,1.323491215209898503e-03,5.397733400422616117e-04
1.418523367956126016e-05,4.125053776113334436e+01,1.139939936292646117e+01,7.221142819881146480e+00,3.484728506902474987e-02,1.938847092480697754e+01,4.625438639315531475e+01,1.053356163083602887e-01,2.286367813744082187e-03,6.235571302173457953e-02,3.756876749423531184e-03,1.935534122651551669e+01,1.323491215209898503e-03,5.397733400422616117e-04
1.441362120199833980e-05,6.724707403016083163e+01,9.216964567281102916e+00,1.855076965118558618e+01,3.825275803231548838e-02,4.686137457733772216e-01,4.182722313857926366e+01,7.687866909822836936e-01,1.854143815111299574e-03,2.587806746981283212e-01,1.588745254582962438e-02,1.301838933047356406e+01,3.715287248471182708e-03,2.759526488665565579e-04
1.872928371497207829e-05,7.018630156834456102e+01,3.267250812019010198e+01,2.289828235645319410e+01,2.550066198227390890e-02,2.775634249793991160e+01,1.992295059079881980e+01,6.101981886727178006e-01,4.442864130358340803e-03,9.824520115946379084e-01,1.431883093743462933e-02,2.205881723854245990e+01,2.581717177133030505e-02,1.444779785174629726e-04
5.197738811436827262e-06,5.446939818010535816e+01,3.593886572944661850e+00,7.517654328603721403e+00,5.185859094664544561e-03,8.132385288841510018e+00,3.310545596131139945e+01,4.069855993563369911e-01,2.012542892107007167e-03,3.432186373661754164e-01,4.550824694676617634e-03,3.555059413891642350e+01,2.377482292497823391e-02,1.599727572999930063e-03
3.958148279592699196e-06,7.645633989751746640e+01,6.936602437268965637e+00,1.205701297248804416e+01,4.665884148557020161e-02,1.835243265244056587e+01,2.906921119600997017e+01,7.541053050781285627e-01,4.514030213257053982e-03,1.228572897849552703e+00,3.927855263453330394e-03,1.584653586114679547e+00,1.176046508966795481e-02,7.177783318927109845e-04
4.828317615934859309e-06,8.714548571675271660e+01,3.544067046535396059e+01,1.005210742135082214e+01,3.106497943080330573e-02,1.145389495154138260e+01,4.740105757231960837e+01,5.090428573882423979e-01,1.455265962051370283e-03,4.012330864613863346e-01,9.385978232052862719e-03,1.024521768962576829e+01,2.148274769726966210e-02,2.345535844871363563e-03
8.943227451912677084e-06,5.096603795786416669e+01,4.028499902373612684e+01,1.608278623705347599e+01,4.714800313653568289e-03,1.615254531237422464e+00,6.138854590619266638e+00,6.920498813361672941e-01,4.245329748721334007e-03,6.755673557814416696e-01,1.209299830982453038e-03,1.470906463379691864e+01,3.634924204981022922e-02,1.393012067992312197e-03
2.142827201221709116e-05,8.303898511172491226e+01,8.628412265428762051e-01,2.261941829835547679e+01,3.229124732607278891e-02,1.544389792598401279e+01,1.419630630952643457e+01,7.067210776293831875e-01,6.438176855523460983e-04,6.952677653666974322e-01,7.617994318850848830e-03,3.619500102473233483e+01,3.200460942435386091e-02,7.065358013668621888e-04
1.115305029873937920e-05,4.893259402650656398e+01,3.689033963850269515e+01,2.725572031599547529e+01,1.440179950245318308e-02,1.832278352979394853e+01,3.173598123500647716e+01,1.768697701121682564e-01,4.088845860321359098e-03,8.587654164141669266e-01,1.295429352487802166e-02,2.029402847487225969e+01,3.855530396558942501e-04,8.635216377710030165e-04
6.459584199869073931e-07,8.645493081323084539e+01,3.553479251644944981e+01,2.605319469794752507e+01,1.482512313509165049e-02,1.920388164858183089e+00,4.552797909332311121e+01,1.038867095736198731e+00,5.067554795608423266e-04,7.753260711297162988e-01,1.302668869466443603e-03,2.893984028402318032e+01,2.803024995687474624e-02,3.577822540591813101e-04
1.060043444001162105e-05,6.749017967474719626e+01,1.100069512780052783e+01,2.731497438448395698e+01,2.022202367354417399e-02,6.264244863423829912e+00,2.816421667492155478e+01,8.032961820519375351e-01,1.117996361756676705e-03,5.029583399142582012e-01,1.651052929946329739e-02,2.478215923052989211e+01,1.619102321451626816e-02,1.363203429671222761e-03
2.863246934825815369e-06,5.123486685157786980e+01,1.392036340421067386e+01,1.852115097997074855e+01,1.121240005170255280e-02,6.501919425431576194e+00,4.157196495133723246e+00,6.960194204896662518e-01,1.265071476755711289e-03,1.430839584878330406e+00,1.428480800795538935e-02,3.039979699888614828e+00,8.962682851084344954e-03,1.754336072521725390e-03
4.899381907205219735e-06,4.661559243625124793e+01,3.780532903674217238e+01,1.798676921013663232e+01,2.253404857576416995e-02,2.243506533717119922e+01,4.191323087342586717e+01,2.176522675040680754e-01,5.664379675119639215e-04,6.894631625698631749e-01,7.122882556678006294e-03,1.791602962357126572e+01,2.670236605439216607e-02,1.765668876991889451e-03
2.171407930058474417e-05,4.492089355759794245e+01,1.650047632619807914e+01,1.081425786832176072e+01,4.069122893400400204e-02,7.304754814883579250e+00,1.026865988088689008e+01,4.979292971096937470e-01,2.286155172398439493e-03,4.511161773837681910e-01,4.268796967782257160e-03,3.504783873410464423e+01,1.637275313914991759e-02,2.251309273066520299e-03
1.223931959618596630e-05,4.252941647624405874e+01,4.035475792289891217e+01,2.618820301865983424e+01,4.570071117861952692e-02,2.643661808903630117e+01,4.402523719461328255e+01,1.914932973783323722e-01,2.623585564165397451e-03,3.498456221800317345e-01,6.752706352446716589e-03,2.581046494665735214e+00,1.405509344601652347e-02,2.571547581811837405e-03
6.012449148339077673e-06,7.920353009742846950e+01,1.859489156878861138e+01,1.340497566129908158e+01,4.515559569888142472e-02,2.838607002186535411e+01,2.900864702607665890e+01,7.907883239175477197e-01,8.726786874338103919e-04,4.795020713610133600e-01,1.607627105761268507e-02,2.212746395260743171e+01,1.995140327752971399e-02,1.958419400941524210e-03
1.469049544608395155e-06,6.920887972294855217e+01,2.050759669858749845e+01,2.670484023695820142e+01,7.819867546576297554e-03,2.740807125186095305e+01,4.624639823329071753e+00,2.126753541381555812e-01,3.202524580199413683e-03,1.071055443023091414e+00,4.028960321287046280e-03,4.881024496982947269e+00,3.252604340320727067e-02,6.621691575261505393e-04
1.320448214976288181e-05,7.096907551660515878e+01,1.716428310929363477e+01,1.837765063147438838e+01,2.487308057368803685e-02,2.667203694238051881e+01,1.098893204903167486e+01,7.883823667176355077e-01,1.316639940105565751e-03,6.343480566368027151e-01,1.119794084069349917e-02,1.164415754468583053e+01,1.178662455390053210e-02,1.968466090517422429e-03
1.804890840350410424e-06,6.291427613092930926e+01,4.032165370395804160e+01,3.114243326120304545e+01,3.891023390816882293e-03,6.302527942485917301e+00,1.411301405892228900e+01,1.024006687508933089e+00,4.715200117081228513e-03,1.389970914630815901e+00,6.235124174607570464e-03,6.302672556755151589e+00,3.048348111470495017e-02,1.843624123002279673e-03
